#tid	superkingdom	kingdom	phylum	class	order	family	genus	OULU-49	OULU-296	OULU-341	OULU-372	OULU-479	OULU-560	OULU-638	OULU-644	OULU-685	OULU-785	OULU-13	OULU-74	OULU-169	OULU-301	OULU-331	OULU-360	OULU-393	OULU-402	OULU-444	OULU-461	OULU-488	OULU-494	OULU-545	OULU-794	OULU-29	OULU-102	OULU-228	OULU-232	OULU-255	OULU-314	OULU-335	OULU-386	OULU-390	OULU-481	OULU-486	OULU-500	OULU-516	OULU-648	OULU-701	OULU-68	OULU-226	OULU-277	OULU-308	OULU-342	OULU-408	OULU-497	OULU-574	OULU-583	OULU-647	OULU-115	OULU-139	OULU-152	OULU-171	OULU-183	OULU-661	OULU-703	OULU-709	OULU-722	OULU-833	OULU-835	OULU-847	OULU-848	OULU-869	OULU-870	OULU-878	OULU-884	OULU-888	OULU-895
1161127	Bacteria	NA	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109270898206783	0	0	0	0	0	0	0	0.00045201299232601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1164882	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0	0	0	0	0	0	0	0	0	0	0.000114540546358406	0.000136510903702183	0	0.00013887067491148	0	0	0	0	0	0.000142640763128083	0	0.000124480872610917	0.000202941262294652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116970783704251	0.00011682064484996	0.000125770655265114	0.000146100769951058	0.000184880898521167	0	0	0.000129950860274695	0.000234551390889748	0	0	0	0	0.000246351288417238	0	0	0	0	0.000151572951125359	0	0	0.000226523798804106	0	0	0	0	0	0
117563	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0	0	0	0	0	0	0	0	0	0.00043747192487647	0	0.000110680732706451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181180733781972	0	0.000112230315367186	0	0	0	0	0	0	0	0	0	0.000114370766284134	0	0	0.000101220533432211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216664218452334	0	0.00068547292011464	0	0	0	0	0	0	0
1177632	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144025950571274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118747	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144791190183583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1213720	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	0	0	0	0	0	0	0	0	0	0	0.000333101588894579	0.000118910787189411	0	0.00018543090119418	0.000139190918660063	0.000168050635231401	0.000158320639615384	0	0.000115280652488493	0.000125100669288581	0.000103850499520903	0.000217531524895989	0.000144540899044392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115600950239811	0.00015861106269412	0.000126740699608662	0.000155870812086931	0.000117130617278353	0.000119290579752218	0.0001017407060805	0.000137000774054374	0.00024620162985479	0.00022352132548146	0	0	0	0	0	0	0	0	0.000192011422804643	0.000140042726631888	0	0	0	0	0	0	0	0.000223282118947309	0
122277	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	0.000578291387899331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1225789	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Myoviridae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189300581152784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123375	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	0	0	0	0	0	0	0	0	0	0	0	0.00111417737585423	0.00146670704019379	0.000302221468796338	0.00780550151631001	0.000392911485205414	0.000201270813134085	0.000173031048568155	0.000526102977742854	0	0.000129770624196702	0.000151641063003852	0.000434292701300603	0.000337352773039794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125571032193884	0.000515753455548152	0.0011815265220264	0.000500992610171499	0.000647763413713191	0.000271161317844005	0.000170751185013224	0.000766774332274978	0.000297881971978655	0.00192272140173791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115111480333637	0	0
1243	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0.000627924156857919	0	0	0	0	0	0.000217961320845605	0	0.00151561810855688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000631385189986261	0.00302764028518991	0.000143390791517169	0	0	0	0	0	0.000108220716421143	0.000152960907058179	0.00103451688988248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1253	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213810850967187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1257	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104530732760437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117770817329472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1262533	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	NA	0	0	0	0	0	0	0	0	0	0	0	0.000115960767660282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377042526184925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1262535	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	NA	0	0	0	0	0	0	0	0	0	0	0	0.000110630732375448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289401938992991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103320590993781	0	0	0	0
1262536	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	NA	0	0	0	0	0	0	0	0	0	0	0	0.00013348088364345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000267411791659004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100590745377423	0	0	0	0	0	0	0	0	0	0
1262537	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	NA	0	0	0	0	0	0	0	0	0	0	0	0.00026970178542582	0	0	0	0	0	0.000101190613215116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000652774373588303	0	0	0	0.000100210487022967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1262538	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	NA	0	0	0	0	0	0	0	0	0	0	0	0.00010542069788502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217591457862768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104320596713813	0	0	0	0
1263	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	0	0	0	0	0.000105830307966196	0	0	0	0	0	0.0907716029805463	0.0335368520139604	0.0663691685720092	0.031169931485867	0.00411354714941119	0.00875797310513834	0.0965892502205709	0.0636555357525467	0.105726718413226	0.088426953084199	0.029026389616934	0.116566577131706	0.170640251382364	0.0183722110195746	0	0	0	0	0	0	0	0	0	0	0	0	0.00119113688477119	0	0	0.0434479771423721	0.0322248259063336	0.0395483683069931	0.110479475598068	0.0422090124414956	0.0900593776885755	0.0191417328436259	0.0317810195627606	0.131292329155219	0.063843478591828	0.00860167728717072	0.00224084664949061	0.00493960903374455	0.0010472947337722	0.0334842751227589	0.000536331914704936	0.00478126098739659	0	0.00138320024951385	0.0114334726097118	0.0145262883236843	0.00182599777875054	0.00872409630309502	0.0054117300351017	0.00296857698026033	0.00191778306010264	0.00238225063574318	0.00223397120038669	0.0058030910465371
1269	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125592009472152	0	0	0	0	0	0	0	0	0.00189749808334184	0	0	0	0	0	0	0
1279	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	0	0.000303360670427081	0.00411322954269254	0.226298551739829	0.815071911859264	0	0.807846959143406	0.0432533382037534	0.274366822052872	0.00116515512668256	0	0	0	0	0.000127660842561561	0	0	0	0	0	0	0	0	0	0.00016286043646597	0.0021524685668249	0	0.000147430452611489	0.317312235114552	0.0242688881955758	0.111664933778464	0.000641852066763655	0.234915541689533	0.0114042801072995	0.0948523888947945	0.00789571518733145	0.000440292544890909	0.000560662298715425	0.000579832284539201	0	0	0	0	0	0	0	0	0	0	0	0	0.000325875214003424	0.000305831382357849	0	0	0	0	0	0.000118552308213441	0	0.00316887349940111	0	0	0	0	0	0.000286092715019865	0
1279388	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Kandleria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101460704137287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1283313	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	0	0	0	0	0	0	0	0	0.000557791935538016	0	0	0	0	0.000157010763072309	0	0	0.000328591327508963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100690530639097	0	0	0	0	0	0	0	0.0150792112673803	0	0	0	0	0	0	0	0	0	0	0	0.000329501884750781	0.000301572053705686	0	0	0
12916	Bacteria	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	0	0	0	0	0	0	0	0	0	0.00014718064759485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1301	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.000361360867266081	0.000166370367678512	0.000242220561951704	0.000645371858670953	0.000664201932827625	0	0.0762726753566565	0	0.001769316139527	0.326260415545829	0.00248588185765646	0.0164993192254933	0.00955226585087609	0.00786081820357648	0.0646144664554786	0.0139206026198779	0.00914967696469495	0.0654819368205372	0.0101842976431247	0.0653806797866368	0.0105666808257348	0.00657174606793993	0.0157425779188347	0.000314532585457853	0.000145930391093448	0.00943236754082281	0	0.000185290568842046	0.0334314953975564	0.0030650686128428	0.854851342132271	0.0131577323678982	0.200589944867132	0.00902972383847093	0.00216606888088241	0.00056603180564146	0.00874812056413686	0.0110860754529094	0.000596012348288652	0.00577968750903132	0.0784246254449905	0.00149155823340145	0.033785366021757	0.0105309154979247	0.0025527924065711	0.0184876283041404	0.0296708876405152	0.0089446692137102	0.098373043352147	0.0159807864320376	0.000449893342707537	0.000923644778316454	0.000762893448278387	0.0020327106310766	0	0.000341906506480818	0	0.0010179875432877	0.00525850238304142	0.00265405085161432	0.00433338846023484	0.000116671956588712	0	0.000193651107684336	0.000102780699936566	0.000504546488467842	0.000493664684877859	0
13075	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106630481969779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1330546	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter	0.00275264660635186	0.000100620222370691	0	0	0	0	0	0	0	0.000297981311117769	0	0	0	0	0.000257951702481236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1330547	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	0.0038705292892703	0.000282300623884379	0	0	0	0	0	0	0	0.00016891074320727	0	0	0	0	0.000106710704290648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1335483	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shimwellia	0.000762221829332391	0	0	0	0	0	0	0	0	0.000200740883259887	0	0	0	0	0.000103250681454498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133925	Bacteria	NA	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252831532159085	0	0	0	0.000319752241463213	0	0.000101110831131032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126570848024682	0	0	0	0	0	0	0.000294151947285891	0	0	0	0	0	0.000108510567510268	0	0.000106882033965106	0	0	0	0	0	0	0	0	0	0	0	0
1348911	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	0	0	0	0	0	0	0	0	0.00118591411512198	0	0.000291661391224836	0.000560193708482351	0	0.00222879083192344	0	0.014148863482704	0.00112922456206723	0	0.00065021368020943	0	0.000863814154946085	0.000188221319431449	0.000173891081602528	0.000176911454212154	0	0	0.00153831439957918	0	0.00372218507484955	0.000884882486519788	0	0.000310040998332015	0	0.000195070514986159	0	0.000561821792211517	0.000127460736723058	0.000868713561725604	0	0.00104504859029941	0.000245521644995021	0	0	0.000563162967868841	0.000717843488719355	0.000539793746168598	0.000386642184528343	0.000302502002563257	0	0.000386032570976922	0.00126051936565889	0	0.000956264322314738	0.000145040758563167	0.000267670955585312	0	0.00109813505142124	0.0043983325916445	0.000150212924645643	0	0	0.00098540652526743	0.00249865386752897	0	0.00768568233949673	0	0	0.000355381901293172
1350	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0	0	0	0.143141102246375	0.00990565882546718	0	0.000784519312244237	0	0.000214630744768684	0	0.000321761534802521	0.000291541930007577	0.000681643271887706	0.000105980515065303	0.00097726644995857	0.000113730429901025	0.000182820738595784	0.000196311189645809	0.000197661118761932	0.000856364581550511	0.000129770624196702	0.000364652556214419	0.000239531489885867	0.000242641994517195	0	0	0.00582343665502882	0	0.000407431650098183	0.231729761160629	0.00353502993343411	0.0126152306210426	0.000524162547429981	0	0.0212038969359774	0	0	0.0062694657048094	0	0.000428523522463354	0.00056294377172327	0.000231201276231045	0.000492322565000564	0.000211241113240667	0.000348641694398635	0.000540433750610229	0.00146232826215468	0.000213871415828773	0.000209511242401667	0.000963666418018342	0	0.00036378582057313	0	0	0	0	0	0	0.00010330201129016	0.000392057511821927	0	0	0	0	0.000305712081899277	0.000172052212591454	0	0
135575	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000690421850330558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1356488	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rosenbergiella	0.000560131344315227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1357	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0.00588309894611503	0.00151517727285091	0	0.000402792658431546	0	0.00011949048274155	0.00318992933097175	0.000122310692278518	0.000135120722895867	0	0.000331622324672496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00204414680288672	0.0123877829981461	0	0.00101414528369693	0	0.000282751374171678	0	0.00051341290078289	0.00019601129759479	0.000542733218407985	0.00040514269825037	0	0	0.000147290665753809	0.000232251214673853	0	0	0	0.000126120934556125	0.000152752974100406	0	0.000115240490924491	0.000479738045207019	0	0	0	0	0	0
135858	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	0	0	0	0	0	0	0	0	0	0	0.000149660713881605	0.000125640831742306	0	0	0	0	0	0.000121400735688458	0	0	0.000103990500194306	0.000805225644631769	0.000154170958943365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127891051264441	0	0.000122690677252539	0.000204531065606852	0.000117590619702566	0	0.00996489915640014	0.000287411623875675	0	0	0	0	0	0	0	0	0	0	0	0	0.00380666293566185	0	0	0	0	0	0	0	0
13687	Bacteria	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185520790318567	0	0	0	0	0	0	0
1375	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	0	0	0	0	0.00025152073192533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021657060856341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1378	Bacteria	NA	Firmicutes	Bacilli	Bacillales	NA	Gemella	0	0	0	0.000154990446372486	0	0	0	0	0	0.000364771604995062	0	0.000163861084760381	0	0	0	0	0	0	0	0	0	0	0.000121560756107903	0	0	0.00107643428420845	0	0	0.000126990514311583	0.00122178343321145	0.000155570437152928	0.000120750388816252	0.000325911583930298	0.000142770376913795	0.00198434813582736	0	0.000302291747246299	0	0	0	0.000222731492300998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00577214458933595	0	0	0	0	0	0	0
1380	Bacteria	NA	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	0	0	0	0	0	0	0	0	0	0	0.000132160630406207	0	0	0	0	0	0	0.000326571979026193	0	0	0.000122530589372135	0.000352722472584533	0	0.000134351104366078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290581946899044	0.000179780992391078	0.000143430747274193	0.000106040558833745	0	0	0	0.000220691460977472	0.000159930948390524	0.000113090753184416	0	0	0	0.000711833722890371	0	0.000133192534653934	0	0	0	0	0	0	0	0	0	0	0	0
